00:00	67.700	0
00:01	67.692	0
00:02	67.693	0
00:03	67.686	1
00:04	67.680	1
00:05	67.651	1
00:06	67.632	1
00:07	67.630	1
00:08	67.613	1
00:09	67.582	1
00:10	67.583	0
00:11	67.562	1
00:12	67.535	1
00:13	67.510	1
00:14	67.494	1
00:15	67.479	1
00:16	67.458	1
00:17	67.447	1
00:18	67.436	1
00:19	67.448	0
00:20	67.422	1
00:21	67.405	1
00:22	67.382	1
00:23	67.361	1
00:24	67.342	1
00:25	67.323	1
00:26	67.307	1
00:27	67.284	1
00:28	67.277	1
00:29	67.264	1
00:30	67.229	1
00:31	67.212	1
00:32	67.211	1
00:33	67.195	1
00:34	67.181	1
00:35	67.160	1
00:36	67.148	1
00:37	67.137	1
00:38	67.119	1
00:39	67.102	1
00:40	67.125	0
00:41	67.183	0
00:42	67.252	0
00:43	67.308	0
00:44	67.352	0
00:45	67.393	0
00:46	67.424	0
00:47	67.445	0
00:48	67.479	0
00:49	67.540	0
00:50	67.627	0
00:51	67.723	0
00:52	67.819	0
00:53	67.907	0
00:54	67.997	0
00:55	68.087	0
00:56	68.193	0
00:57	68.298	0
00:58	68.396	0
00:59	68.449	0
01:00	68.490	0
01:01	68.498	0
01:02	68.453	1
01:03	68.397	1
01:04	68.322	1
01:05	68.276	1
01:06	68.232	1
01:07	68.162	1
01:08	68.083	1
01:09	68.017	1
01:10	67.948	1
01:11	67.877	1
01:12	67.803	1
01:13	67.743	1
01:14	67.672	1
01:15	67.607	1
01:16	67.554	1
01:17	67.497	1
01:18	67.460	1
01:19	67.418	1
01:20	67.372	1
01:21	67.344	1
01:22	67.273	1
01:23	67.208	1
01:24	67.170	1
01:25	67.149	1
01:26	67.116	1
01:27	67.092	1
01:28	67.063	1
01:29	67.073	0
01:30	67.127	0
01:31	67.215	0
01:32	67.319	0
01:33	67.423	0
01:34	67.481	0
01:35	67.520	0
01:36	67.533	0
01:37	67.523	1
01:38	67.514	1
01:39	67.528	0
01:40	67.571	0
01:41	67.633	0
