01:42	67.713	0
01:43	67.802	0
01:44	67.885	0
01:45	67.953	0
01:46	68.017	0
01:47	68.068	0
01:48	68.093	0
01:49	68.056	1
01:50	67.977	1
01:51	67.896	1
01:52	67.821	1
01:53	67.745	1
01:54	67.674	1
01:55	67.623	1
01:56	67.569	1
01:57	67.519	1
01:58	67.465	1
01:59	67.430	1
02:00	67.450	0
02:01	67.499	0
02:02	67.567	0
02:03	67.652	0
02:04	67.745	0
02:05	67.839	0
02:06	67.926	0
02:07	67.962	0
02:08	67.987	0
02:09	67.996	0
02:10	67.981	1
02:11	67.937	1
02:12	67.890	1
02:13	67.838	1
02:14	67.775	1
02:15	67.709	1
02:16	67.649	1
02:17	67.585	1
02:18	67.504	1
02:19	67.443	1
02:20	67.350	1
02:21	67.279	1
02:22	67.205	1
02:23	67.138	1
02:24	67.067	1
02:25	67.010	1
02:26	66.956	1
02:27	66.915	1
02:28	66.876	1
02:29	66.825	1
02:30	66.786	1
02:31	66.742	1
02:32	66.686	1
02:33	66.672	1
02:34	66.705	0
02:35	66.772	0
02:36	66.856	0
02:37	66.957	0
02:38	67.058	0
02:39	67.173	0
02:40	67.288	0
02:41	67.409	0
02:42	67.528	0
02:43	67.646	0
02:44	67.755	0
02:45	67.863	0
02:46	67.964	0
02:47	68.064	0
02:48	68.179	0
02:49	68.301	0
02:50	68.421	0
02:51	68.532	0
02:52	68.627	0
02:53	68.715	0
02:54	68.796	0
02:55	68.871	0
02:56	68.941	0
02:57	69.005	0
02:58	69.065	0
02:59	69.075	0
03:00	69.062	1
03:01	69.035	1
03:02	68.972	1
03:03	68.892	1
03:04	68.810	1
03:05	68.704	1
03:06	68.591	1
03:07	68.472	1
03:08	68.369	1
03:09	68.281	1
03:10	68.163	1
03:11	68.076	1
03:12	67.980	1
03:13	67.899	1
03:14	67.787	1
03:15	67.675	1
03:16	67.579	1
03:17	67.528	1
03:18	67.466	1
03:19	67.439	1
03:20	67.458	0
03:21	67.499	0
03:22	67.559	0
03:23	67.615	0
03:24	67.636	0
03:25	67.648	0
03:26	67.675	0
03:27	67.714	0
03:28	67.781	0
03:29	67.850	0
03:30	67.928	0
03:31	68.009	0
03:32	68.091	0
03:33	68.174	0
03:34	68.258	0
03:35	68.336	0
03:36	68.424	0
03:37	68.512	0
03:38	68.593	0
03:39	68.669	0
03:40	68.746	0
03:41	68.818	0
03:42	68.891	0
03:43	68.960	0
03:44	69.023	0
03:45	69.081	0
03:46	69.127	0
03:47	69.133	0
03:48	69.138	0
03:49	69.135	1
03:50	69.102	1
03:51	69.050	1
03:52	68.948	1
03:53	68.810	1
03:54	68.682	1
03:55	68.578	1
03:56	68.475	1
03:57	68.417	1
03:58	68.393	1
03:59	68.393	0
04:00	68.424	0
04:01	68.467	0
04:02	68.515	0
04:03	68.566	0
04:04	68.621	0
04:05	68.687	0
04:06	68.755	0
04:07	68.819	0
04:08	68.885	0
04:09	68.953	0
04:10	69.017	0
04:11	69.076	0
04:12	69.130	0
04:13	69.188	0
04:14	69.234	0
04:15	69.231	1
04:16	69.214	1
04:17	69.175	1
04:18	69.095	1
04:19	69.005	1
04:20	68.900	1
04:21	68.802	1
04:22	68.675	1
04:23	68.564	1
04:24	68.492	1
04:25	68.455	1
04:26	68.451	1
04:27	68.477	0
04:28	68.516	0
04:29	68.522	0
04:30	68.506	1
04:31	68.475	1
04:32	68.425	1
04:33	68.348	1
04:34	68.269	1
04:35	68.189	1
04:36	68.107	1
04:37	68.032	1
04:38	67.969	1
04:39	67.889	1
04:40	67.830	1
04:41	67.820	1
04:42	67.841	0
04:43	67.883	0
04:44	67.944	0
04:45	68.016	0
04:46	68.090	0
04:47	68.166	0
04:48	68.251	0
04:49	68.352	0
04:50	68.446	0
04:51	68.532	0
04:52	68.620	0
04:53	68.701	0
04:54	68.776	0
04:55	68.845	0
04:56	68.917	0
04:57	68.983	0
04:58	69.044	0
04:59	69.101	0
05:00	69.153	0
05:01	69.194	0
05:02	69.195	0
05:03	69.203	0
05:04	69.225	0
05:05	69.253	0
05:06	69.287	0
05:07	69.318	0
05:08	69.294	1
05:09	69.249	1
05:10	69.186	1
05:11	69.104	1
05:12	69.014	1
05:13	68.915	1
05:14	68.817	1
05:15	68.733	1
05:16	68.603	1
05:17	68.498	1
05:18	68.385	1
05:19	68.281	1
05:20	68.208	1
05:21	68.117	1
05:22	68.026	1
05:23	67.942	1
05:24	67.863	1
05:25	67.761	1
05:26	67.667	1
05:27	67.564	1
05:28	67.469	1
05:29	67.412	1
05:30	67.321	1
05:31	67.252	1
05:32	67.180	1
05:33	67.152	1
05:34	67.170	0
05:35	67.225	0
05:36	67.291	0
05:37	67.366	0
05:38	67.444	0
05:39	67.538	0
05:40	67.633	0
05:41	67.728	0
05:42	67.823	0
05:43	67.919	0
05:44	68.008	0
05:45	68.097	0
05:46	68.180	0
05:47	68.264	0
05:48	68.364	0
05:49	68.472	0
05:50	68.571	0
05:51	68.663	0
05:52	68.749	0
05:53	68.820	0
05:54	68.886	0
05:55	68.947	0
05:56	68.996	0
05:57	68.989	1
05:58	68.967	1
05:59	68.925	1
06:00	68.848	1
06:01	68.777	1
06:02	68.733	1
06:03	68.723	1
06:04	68.737	0
06:05	68.756	0
06:06	68.790	0
06:07	68.828	0
06:08	68.863	0
06:09	68.911	0
06:10	68.963	0
06:11	69.011	0
06:12	69.055	0
06:13	69.103	0
06:14	69.148	0
06:15	69.197	0
06:16	69.242	0
06:17	69.284	0
06:18	69.323	0
06:19	69.366	0
06:20	69.406	0
06:21	69.443	0
06:22	69.477	0
06:23	69.509	0
06:24	69.546	0
06:25	69.580	0
06:26	69.611	0
06:27	69.641	0
06:28	69.668	0
06:29	69.700	0
06:30	69.730	0
06:31	69.758	0
06:32	69.783	0
06:33	69.807	0
06:34	69.829	0
06:35	69.849	0
06:36	69.876	0
06:37	69.900	0
06:38	69.923	0
06:39	69.943	0
06:40	69.963	0
06:41	69.995	0
06:42	70.026	0
06:43	70.054	0
06:44	70.080	0
06:45	70.104	0
06:46	70.134	0
06:47	70.168	0
06:48	70.208	0
06:49	70.253	0
06:50	70.294	0
06:51	70.324	0
06:52	70.345	0
06:53	70.364	0
06:54	70.382	0
06:55	70.406	0
06:56	70.428	0
06:57	70.448	0
06:58	70.467	0
06:59	70.484	0
07:00	70.501	0
07:01	70.516	0
07:02	70.529	0
07:03	70.542	0
07:04	70.554	0
07:05	70.573	0
07:06	70.590	0
07:07	70.605	0
07:08	70.620	0
07:09	70.633	0
07:10	70.646	0
07:11	70.657	0
07:12	70.668	0
07:13	70.678	0
07:14	70.695	0
07:15	70.710	0
07:16	70.724	0
07:17	70.738	0
07:18	70.750	0
07:19	70.761	0
07:20	70.771	0
07:21	70.789	0
07:22	70.804	0
07:23	70.819	0
07:24	70.833	0
07:25	70.845	0
07:26	70.857	0
07:27	70.868	0
07:28	70.877	0
07:29	70.887	0
07:30	70.895	0
07:31	70.918	0
07:32	70.939	0
07:33	70.959	0
07:34	70.977	0
07:35	70.994	0
07:36	71.017	0
07:37	71.038	0
07:38	71.057	0
07:39	71.076	0
07:40	71.100	0
07:41	71.137	0
07:42	71.172	0
07:43	71.212	0
07:44	71.241	0
07:45	71.268	0
07:46	71.285	0
07:47	71.301	0
07:48	71.309	0
07:49	71.316	0
07:50	71.329	0
07:51	71.342	0
07:52	71.362	0
07:53	71.372	0
07:54	71.382	0
07:55	71.390	0
07:56	71.406	0
07:57	71.421	0
07:58	71.427	0
07:59	71.440	0
